full_name,gender
bharkha,f
ravinder dhaka,m
neetu,f
waseem,m
smt.sehran,f
manda bai,f
umesh,m
om parkash,m
narender kaur,f
ajay,m
abhimanyu,m
harpal singh,m
geeta @ komal,f
prem nath,m
श्री प्रदीप कुमार,m
subhod,m
pooja,f
abbas mehndi,m
seema devi,f
pooja devi,f
kiran,f
bhauk tyagi,m
asho,f
ravi shankar,m
aarti,f
sonam,f
chhagana,f
prem kumar sharma,m
nazirul,m
mahesh kumar,m
taj b,f
shoaib,m
babita,f
ramkiashan,m
suman,f
ravi dwivedi,m
jitender soni,m
km barkha,f
leelawati,f
lakshay,m
mohit singh,m
sunil kumar,m
kalusingh,m
rajni d/o ram singh,f
istyak,m
rohit,m
nirwat,f
kumari manisha,f
jhanjhariya,f
devender,m
sunita,f
motolal,m
surekha bairagi,f
azaz,m
rachana,f
rakhi,f
sharda @rajbala w/o ramkishan,f
smt sharshwati kanwar,f
shyam lal,m
alisha jain,f
pawan,m
komal kumari,f
suraj,m
hashrat,m
smt sarasvati,f
manchan devi with her daughter age-1.5,f
km guddiya,f
varda khan,f
yaadram,m
azad ali,m
rubina,f
miss reena,f
kumari pooja,f
subhadra,f
vicky,m
mamta,f
mahud ansari,m
vazid,m
kavita,f
ravi kumar,m
gulafsha,f
veerbhan,m
komal,f
udesh jha,m
deepu @ shalu,f
km. pooja,f
prabhatyashi urf harsit,m
smt. nitu gujar,f
sajjan kumar,m
sonia,f
rohini,f
asha,f
jawed malik,m
beeru,m
sunil,m
anuj gupta,m
raju gharami,m
santoshi,f
kusumlata,f
ajay pal,m
shalu,f
ravinder mandal,m
alisha @ annu,f
ram kumar,m
javed,m
nena,f
khalil,m
shalu,f
anjali,f
vinay shankar chobda,m
anil sharma,m
seema devi,f
sunita devi with daughter sanghna,f
asha kashyap,f
birjesh,m
shama,f
shivram,m
raj kumare,m
maya devi,f
jai sharma,m
mintu,f
sangeeta,f
sabbir ahmad,m
shivani,f
joohi,f
mahipal,m
lalita,f
kanhiya,m
krishana,f
priynka,f
priyanka,f
amit kumar,m
shahnawaz shah,m
puran chand joshi,m
riyajudhin,m
manoj kumar,m
anita,f
bal kishan,m
sonam @ rukaiya,f
yogender choudhary,m
suraj singh,m
yogender @ arjun,m
mohd shubhan,m
rekha urf riya,f
chamanlal,m
pawni,f
rahul,m
dharmender,m
shashi,f
nitu,f
shivam mishra,m
seeta bai,f
vinay,m
busra @ muskan,f
sarita devi,f
minka d/o nandu,f
ravi,m
sunil sharma,m
jatin kumar,m
umedi devi,f
aasmin,f
ashu,f
meena,f
nasim banu,f
neha,f
rinkal,m
monika,f
pankaj,m
rohtash,m
alisha,f
bablu,m
bhawna,f
viccky,m
opendar singh @ tinkal  rajpoot,m
ameer divan,m
neeraj,m
amarjeet singh,m
yogesh rawat,m
ghantoli,m
nazma,f
san jan devi,f
mohmmd shahid,m
amarjeet,m
rubi,f
seema kumari,f
bunty,m
anand,m
ravinder @ rinku,m
soniya,f
kailash chand,m
dholi bai,f
radhey shyam,m
vijay,m
smt. lalita,f
mohd uved,m
vinod kumar,m
mohd asif,m
arun dabas,m
ajay,m
chanda,f
virender,m
ganga devi,f
sarvan mehto,m
uma shankar,m
mansi @ minakshi,f
श्रीमती प्रेम बाई,f
kanta,f
manisha kumari,f
kiran d/o,f
fareen,f
rajni,f
manju,f
sushil kumar,m
sitra,f
nandkishore karpenter,m
mr. fateh singh,m
jabir,m
kumari shivani,f
pushpa,f
subhash rampal,m
harish saharan,m
noor islam,m
narender singh,m
keshav raj,m
saziya,f
pinki patwari,f
miraz ali,m
phulbi,f
meera,f
ritu,f
karishan,m
sushma,f
tamana,m
deepak,m
prempal,m
rahimun nisha w/o abdul kadir,f
prakash chand,m
samaprveen,f
suresh kumar,m
doli,f
preeti kaur,f
afrina,f
suman,f
ashok kumar,m
aruna devi,f
vandna,f
hemraj,f
nandita,f
dilshad,m
laxmi,f
pooja,f
babita,f
mamta@lalita,f
laxmi narayan @ tushar,m
soni,f
yashin @ sukaa,m
md. ashik,m
nishtha jain,f
anjali,f
deepak @ sameki,m
sana,f
muskan,f
pushank,m
sita devi,f
rajbir,m
upasna,f
amarjeet,m
mohan lal sharma,m
bhart,m
menu kashyap,f
janardam,m
bharti,f
nashrin and her daughter jannat (both),f
dilip,m
masoom,m
hamid khan,m
malti devi,f
raj kumar mishra,m
seema sinha,f
smt laxmi @ babli,f
navita,f
rimpi,f
mohseena,f
puneet chawla,m
munshi lal,m
sahil,m
narender,m
javed,m
raj rani,f
laxman singh,m
smt. basanta devi,f
kumod yadav,m
ziyabul,m
sahib alam,m
kumkum,f
kuldeep gupta,m
kalwati,f
ankit,m
priyanka,f
pooja,f
laxmi,f
balwant singh,m
ganga devi,f
shilpa,f
dipika,f
parkash agarwal,m
sanjay,m
kanchan,f
manpreet kaur,f
bablu ram,m
savita,f
maya devi,f
brij mohan,m
nisha,f
urmila,f
preeti,f
priya kumari,f
shahid,m
arshla,f
anju devi,f
savita,f
gaurav,m
pinki  kumari,f
ashra kaushar,f
punita,f
preeti,f
nitin  or rohit,m
prabhu,m
anil kumar tete,m
parmod kumar,m
nargish w/o,f
sunita,f
dharmender,m
noorjhan,f
meethu sarkar,f
ikbal,m
baichan pando,m
kheem singh,m
tumpa,f
harpreet singh bedi @ happy,m
pitar topo,m
samim @ sonu,m
ghanshyam giri,m
manoj,m
sonal seth,f
sakal rai,m
sonu,f
mohd asraf ansari,m
krishan,m
laxmi deve,f
nisha,f
prameela,f
shakshi,f
manisha,f
irsad,m
husain mohommad,m
tabassum,f
harsh sharma,m
kajal,f
anand kumar mishra,m
surender kour @ soniya,f
sunder lal,m
sabbab hussain,m
diksha,f
akash,m
ambika,f
vijay singh,m
rishi,m
rohit,m
balram,m
heeralal sahu,m
smt. moti devi,f
manisha,f
sorab,m
harvans,m
radha,f
ashok goswami,m
praveena bai,f
jyoti,f
kumari mamta varma,f
geeta,f
arshad,m
suraj pal,m
dinesh katara,m
amasi munda,f
lokesh,m
neelam with 4 years baby sukhmani,f
jag dish kumar gupta,m
chhotelal,m
jishan rehman,m
rajbir,m
som,m
md abbas,m
heena,f
monish,m
rajesh naydu,m
vimlesh kumari@laxmi,f
renu,f
jalsingh,m
nazreen,f
suraiya,f
kajal,f
satish,m
kailash,m
jyoti,f
sumer,m
mahesh,m
pooja,f
ram kumar,m
manoj jain,m
urendra gupta,m
nehal kumari,f
sumit chakarwarti,m
pooja,f
bachhu singh,m
ram babu shah,m
aman arora,m
sanjay saini,m
shakeena,f
dholi,f
pulita,f
miss deepika,f
manisha,f
arvind kumar,m
jiyaul,m
sonia,f
foranta,f
babu ahmad,m
sabir hussain,m
अनुबाई,f
praveen,f
ranjana mukharji,f
saifali,f
barkha,f
fakrrudeen,m
sanjay kumar,m
kushum,f
hardeep,m
kanchan,f
sita,f
ajnoor baby,f
neha,f
pramila,f
manjeet,m
shishram yadav,m
sagar,m
varsha garg @ hunny m.no.-8901040854,f
rajeshwari,f
rajender kumar dheer,m
shelesh,m
sharda,f
dikshant,m
tahseen ssifi,f
khushbu,f
kumari priyanka agarwal,f
kajal,f
sonam,f
ashu @ sunil,m
vinod @ biraje,m
smt anuradha,f
abha kumari,f
anita garg,f
yasmeen khan @ gudia,f
anchal,f
vijay wati,f
pooja,f
samreen,f
krishana bhandari,f
mohd mustkeen,m
laxman,m
vipin kumar,m
shalini,f
asha,f
nshima,f
kiranti,f
satyanarayan  dholi,m
sandeep,m
vikesh kumar,m
dhramender,m
ruksana bano,f
irfan,m
sunder munni kumari,f
madhu,f
smt salina @ shasina,f
santosh kumar,m
praveen,m
neha,f
rajni,m
pushpa tejshri,f
shivam,m
savitri @ savita,f
ramchander,m
roshni,f
pawan kumar,m
sonia,f
suresh kumar,m
ajay,m
kajal,f
kanwar sain,m
mamta,f
khajan singh,m
meenakshi kevat,f
vipun kocher,m
arti,f
ramesh,m
poonam,f
rajender,m
subhash,m
raman singh,m
meenu vishwas,f
manoj patra,m
imamudeen,m
gopal dhakad,m
amit tandan,m
smt. priyanka lamba,f
suman,f
richa pathak,f
nargesh,f
anupama negi,f
shivam,m
nitin@ babu,m
naeem khan,m
hera parshad,m
raja babu,m
poonam,f
ganpati korada,m
saroj,m
priyanka,f
rajender,m
puja,f
deepak upadhayaya,m
raju,m
najma,f
laxmi,f
payal,f
mandeep kumar,m
satnam kaur,f
deepa,f
nisha @ sonu,f
rahul,m
sujeet haldal,m
laxmi bai,f
kanta,f
sanjay,m
kanwar pal,m
vandhana,f
neeraj gupta,m
komal,f
swati,f
anjali,f
alita kujur,f
amit kumar,m
akash sharma,m
ramesh chand,m
amit pande,m
manju,f
balwan khar,m
baleshwar  tiwari,m
babita,f
abida,f
deepchand balai,m
rocky mehto,m
chuni devi,f
sabina,f
babita,f
anjali mathur,f
gulabsha,f
shakutal,f
sahil,m
ramu,m
reena,f
smt parwati,f
seva pati,f
rakhi,f
mahesh,m
majidunisha,f
jitender,m
rashi bansal,f
rekha,f
ravi kumar,m
mamta,f
narender singh,m
smt. pooja urf rani,f
lakhami singh,m
sanjay rana,m
radha,f
jyoti,f
laxmi,f
dalpat,m
kajal,f
deepak kumar mishra,m
chander prakash,m
kiran,f
shabbi,f
deepak,m
siddarth chetri,m
dishu,f
anil kumar,m
parmod kamat,m
ram sawer,m
mamta,f
deep kaur,f
anuj kumar,m
arun,m
ritesh agrwal,m
jyoti,f
sonu,m
pinki,f
rekha kanwar,f
preety hans,f
sonali,f
afrin,f
deepak kumar,m
deepa,f
santosh bai,f
gopi singh,m
prince shonak,m
madhu sharma,f
girish,m
riyazuddin,m
suraj,m
mamuna @ dholi,f
kajal,f
sanjay kumar,f
shashank sharma,m
kumari puja,f
manisha,f
manju rana,f
neeraj kumar,m
jyoti kumari,f
sanu,m
anil,m
partibha,f
vikas goswami,m
sahiba,f
deepak tiwari,m
shine,f
sushil,m
afsana,f
kumkum,f
rajesh sharma,m
varun mandal,m
sapna,f
ankit jaiswal,m
binder singh,m
kalyan,m
kirodimal,m
sanjeev sharma,m
rama @mona,f
nandu,m
bhavna,f
shri chand,m
versa,f
kavita,f
amit,m
gs-1957975 sunil kumar vaag,m
ramjas,f
smt ishawari,f
himanshi kalshi,f
deepchand,m
ram babu,m
sanita,f
nabal ahamd,m
bismilla,f
kumari priyanka,f
sanjay singh,m
maneesh kansal,m
priyanka,f
saurabh,m
shyam singh,m
ajay singh,f
raju kuswha,m
mansi,f
vandana,f
priti,f
ram singh,m
kanak lata,f
kayamuddin,m
babli,f
tulsi,f
pankuj bansal,m
sri-dwrikaprasad,m
salini,f
abbal singh,m
jhagdoo,m
budhan,m
mohd. sakil,m
soma,f
abhishek,m
md. sufiyan,m
jafruddin,m
km0 hina,f
"muskan d/o shiv kumar r/o c-78, shivaji park, punj",f
mr. satyanara,m
sameer khen,m
s p vinit gupta,m
renu,f
bhimsen,m
parvej alam,m
sangita,f
aarti bunkar,f
ruchi singh,f
ruchika,f
priya,f
pratibha,f
rahmat ali,m
pammi,f
shajiya,f
komal,f
manoti dass,f
tulsi,f
srheeram s/o chimana ram,m
rahul,m
anish,m
balraj,m
shivraj,m
rahat,f
jwala,m
anuj sharma,m
mamta,f
mayank,m
mohd. shakir,m
sweeti,f
padam,m
rajesh kumar,m
ravi kumar,m
sachin verma,m
vijay kumar,m
chander shekhar,m
isnesh,f
arti,f
gulshan kumar,m
anita,f
afsana,f
heena praveen,f
upender dass,m
meena devi & akash,f
abdul kadir jilani khan,m
sheikh hamidral,m
madhuri,f
dharmender singh solanki,m
shanta meena,f
md mustak,m
rupa,f
deepa,f
sushil sharma,m
rama singh,m
satish chand jain,m
soni,f
pawan kumar,m
harmit kor,f
manish,m
grace p.a.,f
priya,f
jile singh,m
renu @ pali,f
kiran,f
manish,m
nadem,m
neelam  harijan,f
riti mandal,f
sunita kumawat,f
vidisha,f
man mohan aggarwal,m
maryam,m
ashlam miya,m
neha,f
usha,m
doli,f
smt.kanta devi & garima,f
mahesh @ mahsu,m
jyoti,f
rachna,f
ritu kumari,f
trannum,f
aasha,f
smt sushma devi,f
rakesh,m
arjun,m
suraj puri,m
deepak,m
ravi,m
aashish kumar,m
ahupendra,m
tanu,f
suman uppal,f
mamta bai,f
diwan chand,m
pintu,m
jyoti,f
kamjeet,f
smt manjula tirger,f
garima,f
parvinder @ manoj,m
smt magla,f
sumit risidev,m
ganesh singh,m
annu,f
gagan bihari sharma,m
dhirender,m
abhinav,m
vikash @ mungeri,m
gudya singh,f
arbana,f
priyanka,f
aakash@multan,m
ragini,f
santoshi kumari,f
poonam,f
gurbachan singh,m
sajjan kumar,m
kalu @ surjan,m
soni,f
suman devi,f
shakti singh,m
mohd aslam,m
kadir ali,m
arun,m
harmani,m
aarti,f
ram kishan,m
ajay bhardwaj,m
suman,f
dhirpal,m
surendra,m
rakesh kumar,m
birij kisor,m
jaiprkesh,m
ved parkash shani,m
sonam,f
mahnatha sahni,m
vinod,m
pooja pal,f
nahid @ huma,f
kapil,m
kumari praya,f
anita vyas,f
gurnam,m
sanjeet,m
tabbasum,f
kritika,f
lali nisha,f
tarun,m
kanhaiya lal,m
shibu,m
puja@rakhi,f
smt. sushma,f
om prakash maheshwari,m
durg parsad dikshit,m
raman,m
razia,f
urmila,f
dolly,f
nikita,f
parmila with a child mahak,f
varsha,f
rubina,f
chanchal,f
said ahmed,m
deepika,f
pankaj kumar,m
pooja,f
seeva khan,f
nazim,m
sunita devi,f
jenny,f
rinki,f
rekha,f
suman kushwah,f
tinku,m
smt. rashida khatoon,f
sukhbeer singh,m
mukesh kumar,m
neha,f
malkeet,m
kailash chand sharma,m
nisha,f
sonu,m
narbada,f
dharamvir,m
lalit,m
ajay kumar,m
sangita,f
poonam devi,f
smt. kavita,f
jyoti,f
श्रीमती जरीना,f
prem parkash seth,m
ashu,m
sunil,m
bhola,m
kamal,m
pardeep,m
roshan,f
subhash raoji deyo,m
amir hussain,m
ajaypal,m
savitri,f
aman mandal,m
anjana,f
raju,m
bodh raj @kala,m
neeraj kumar,m
paramjit singh,m
smt nargish,f
vikas,m
parashu ram sharma,m
resham,f
amit kumar,m
umar,m
nisha,f
mamta,f
rajkumar bhil,m
pushpa gyhelot,f
yamini,f
neha,f
kumari rekha,f
bharti devi,f
smt. pooja,f
maisan,m
ravi,m
jyoti,f
shakshi@ megha,f
monika,f
latesh,m
neha,f
banarsi das,m
bhag chand,m
veejita,f
aftab,m
mohd. sikender s/o,m
neeven kakkar,m
kamlesh,f
sneha,f
renu,f
pooja,f
poonam,f
ranju,f
jaipal singh,m
bhawna @ sonam,f
ritu kumari,f
pooja verma,f
pankaj gupta,m
premi devi,f
rajkumari,f
shivani,f
smt. kavita,f
baljeet,m
jai parkash,m
guni divy,f
chandu,m
jani bai,f
kushamvir,f
neeraj,m
hemant,m
satish chander,m
arsad,m
janki,f
anita alongwith her child prince,f
radhika,f
laxmi,f
deepak,m
mohd useel,m
nisha,f
smt. kavita,f
sameer,m
ashok agrrwal,m
vipin thakur,m
asha devi wth a child,f
smt. geeta,f
sunil kumar,m
harish,m
jyoti prakash,m
partap singh,m
samir,m
rajat kumar,m
anmol @ ankur,m
salim malik,m
nency,f
sunil kumar,m
chura mukhiya,m
nitin kumar,m
amit kumar @ mona,m
priyanka,f
gopal lal,m
ruksana khatoon with her son rahis age- 6 month,f
sanjay patwa,m
rahul kumar,m
gurvinder kaur,f
md aarif,m
rajam singh,m
anandwati,f
hemraj,m
sinil kumar,m
sunita,f
rahul,m
madhu,f
mishri lal,m
ramkumar,m
kaushal chaudhary,m
ranjan singh,m
jay prkash rohal,m
smt. sunita,f
amit kumar,m
manjeet,m
chitrangan dass,m
pramod,m
nikhil kumar,m
balalia ngadong,f
ashif,m
priyanka jat,f
soni kumari,f
nand lal,m
suraj paswan,m
aarti,f
srimati radhika,f
bharti,f
chandani urf chanda tara,f
shobharam,m
bhupender,m
kamla,f
sunil burman,m
suman rani,f
anjali,f
rabiya,f
jaga singh,m
reenu,f
sanju singh,f
rashi aggarwal,f
manisha,f
kirti,f
pradeep,m
rukhsana,f
ranipal d/o,f
aaftab,m
sneh lata,f
kajal,f
sufiya,f
smt. ugam  kanwar,f
shrimati,f
deshraj,m
sushila,f
sujata dhawan,f
santosh,f
mumtaj,f
manju kumari,f
rajat tyagi,m
ankala praveen,m
braham singh,m
pooja,f
faiz ahmad,m
ashok kumar,m
manoj kumar,m
soni,f
deepak,m
sonu,m
preetam kumar,m
renu,f
aachal,f
jhagdu rzak,m
palak,f
aas mohammad,m
shivani,f
islamuddin,m
amit,m
md. hasrat khan,m
nijamuddin,m
hariom,m
kartik,m
siddharth,m
pooja,f
sakshi,f
neelachal,f
priya,f
sachin,m
ritu,f
kumari anjali,f
khanchan,f
harpreet singh,m
arjun sharma,m
pushpa,f
pryinka,f
smt. chanchala,f
nirma devi bawari,f
ghansyam soni,m
gopal,m
jaibir,m
maujim,m
hadisha,f
raj kumar,m
arun,m
parveen,m
poonam yadav,f
hemlata,f
ritu shree vastav,f
chandni,f
pawan kumar chourasiya,m
smt shimla devi,f
vinay,m
chandrashekhar saini,m
anshu kumari,f
"roshan kumar s/o rajkumar,",m
mager sahu,m
nisha,m
sapna,f
madhu @ anita,f
ekta,f
jyoti,f
puran  singh,m
sheela kumari,f
kiran,f
om prakash,m
kishan lal,m
juhi @ ansu,f
shiva,m
jyoti swroop,m
sanha,f
ramu@ ramchandar,m
laxmi,f
avdhesh kumar,m
priya urf laxmi devi with her son,f
sita,f
arjun,m
smt bhiwani,f
rajeshvr,m
ashok kumar,m
mandvi sharma @ shiva,f
smt kalpana,f
preeti,f
rinki,f
ahsan,m
karan,m
monupal,m
naina bwgum,f
payal,f
chandrika nagar,f
seema vadhawa,f
mohan singh,m
inkoo,m
ayub khan,m
ravi singh,m
aman deep kaur,f
piyush,m
sosri bai,f
renu,f
sonu kumar,m
puja,f
ravinder kaur asha,f
gulnaj,f
ranjay pandit,m
shiva,f
shankar,m
rani,f
sakila damor,f
sabir,m
klu kumari rokaya,f
salinder,m
bhalaram,m
mahender lal,m
muskhan,f
sarmila,f
preet kumar,m
sudha,f
sumaila,f
nirmala,f
mangi bai,f
aryan shrma,m
rinku,m
rahul,m
1-smt kanchan 2-manraj meena,f
prashanat chabra @ deepak chabra,m
chhotudevi,f
lokesh kumar,m
tamnna,f
gladwin massey,m
avtar singh,m
manju d/0 baboo lal jatav,f
nand ram,m
jyoti,f
grish chandra,m
neha,f
ramchander singh,m
rajesh,m
devender kumar @ ashu,m
vijay kumar,m
vijay pal,m
anil narula,m
kumari seema,f
jyoti,f
tarun,m
neeraj,m
dhana devi,f
manju,f
kanta,f
pappu,m
kavita,f
usha,f
smt. rekha,f
manisha,f
gyaan kanwar,f
rajni,f
jiya batra,f
laxmi urf billu,f
sahlesh kumar,m
pooja,f
chhanoyar shekh,m
krishan parkash,m
rekha,f
shayam,m
abhishek,m
deepak kumar,m
methun,m
dharmender,m
bala devi,f
babu lal yadav,m
seema,f
bintu,m
dana ram,m
pawan kumar,m
khushbu,f
rinki,f
neha,f
hukam singh,m
sunny,m
veerpal singh,m
narayan singh,m
jyoti,f
smt gulshan bano,f
mona,f
dharma devi,f
preeti,f
sapita kumari,f
parbhu dayal,m
shyam kishn,m
mohd. nafees,m
nisha,f
anil chadda,m
farhin,f
ravi shankar goswami,m
utam singh,m
mahfooz,m
navdeep rana @ mani,m
minakshi with children (1)kajal (2)palak,f
viren,f
sachin,m
mohd. jafruddin,m
manish ghai,m
usha devi,f
surender,m
amit kumar nagliya,m
suresh,m
parvesh,m
shahiba,f
malti prajapati,f
ajay gupta,m
raj  kohli,m
dinesh kumar,m
deepak kumar,m
salma,f
jag mohan,m
sheela,f
shahid,m
wasim,m
simran,f
abhijeet,m
savita,f
seema murmu,f
mohd mujahid ansari,m
amar,m
khusaboo,m
darshan lal sonkar,m
kamreen,f
deepak kumar,m
pankaj,m
anupama,f
sonam,f
nisar @ master,m
poonam d/o bheem singh,f
suman,f
minakshi,f
jarina khatoon,f
yashdhra,f
ankit,m
md hasan,m
imran khan,m
yashoda,f
sonia,f
sarik,m
pooja,f
madan lal,m
ravi,m
mohd. mustfa,m
ram prashad,m
pooja,f
anwari,m
deepak,m
bir singh,m
simran,f
श्रीमती लाली,f
lata jain,f
jyoti,f
pinki,f
yamin,m
shivam jain,m
ashok kumar,m
jyoti,f
rahul,m
jakir,m
chaya,f
momena khatun,f
shabi abbas,m
gensingh,m
shadab ali,m
ganga ram,m
ravinder,m
shoyab s/o,m
rekha,f
karnesh,m
pinki  bai,f
smt. neeraj,f
premnarayan,m
rajesh,m
priyanka,f
shaymu meena,m
rakesh,m
subhash,m
kunda swami,m
heena,f
doli,f
jahani,f
naryan chamaar,m
manju,f
sonia,f
amba,f
sandeep,m
savrin,f
manju,f
harendra,m
sunita rana,f
neetu goyal,f
tarun,m
gunjan,f
kamlesh,f
rustam shah,m
vinod tiwari,m
smt parsi,f
shahista d/o abdul vahid r/o khampur ps chhapar zu,f
sarvesh kumar@lallan,m
chaterpal @ banti,m
surender@mannu,m
niksiya,f
vikash,m
sunil kumar,m
zafar alam,m
kunti,f
priyanka @ anjali,f
rajesh,m
kirti chawla,f
simran,f
vithal lal,m
devanand,m
surya dev singh,m
smt bahvarkali,f
surjeet singh,m
karan singh,m
mukul tiwari,m
phooli devi,f
km. alka,f
uday partap,m
jainab,m
vikas,m
rohit,m
vijay kumar,m
lekhraj,m
miha singh,m
rajat,m
radhe shyam,m
vijay kumar ghai,m
pradeep kumar,m
tassadul omar,m
amit kumar,m
neelam,f
ritu,f
priyanka,f
shivyalam,m
soni,f
laxmi kumar,m
khshbu,f
khushi,f
anshu d/o,f
mohd zaid,m
hemant raghav,m
sunil,m
sumit singh,m
rohit,m
sonu,m
mahipal singh yadav,m
smt jyoti sharma,f
harshit jain,m
saanu goyal,f
murshida,f
pappu mandal,m
priya devi,f
monini @ rupa,f
ajay kumar,m
bholu ram,m
tahir,m
naved ali,m
ku- shashi pal,f
smt. rajni devi,f
sonam,f
rahmat ali,m
jesmin,f
priya,f
kalawati,f
muskan,f
prabhash yadav,m
shivani sharma,f
manoj kumar,m
raj kumar,m
abhishek,m
zarina,f
kaval raj kapoor,m
basant,m
shahvaj,m
naresh,m
saniya,f
amit kumar,m
joshna bai,f
naimuddin,m
pradeep agrawal,m
tania,f
santosh with a child rishi kumar,f
soniya @ soni kumari,f
ankush,m
kumari joyti,f
ashish,m
deepika,f
soni,f
rima singh,f
danwati,f
sadhana devi,f
parveen,f
nijamudeen,m
sahgufta,f
nasruddin @ dinka,m
seema,f
lalita  devi,f
satish chand jain,m
surjiya kumari,f
sonu,m
arjun kumar jaiswal,m
ranjeet,m
somi toddu,f
rachna,f
pram prkash sharma,m
name singh,m
shabnam,f
begumpur malviya nagar delhi,f
priyanka,f
amrita,f
rajni,f
surender nath saini,m
mohammad nasim,m
rajni,f
kunti,f
smt soni,f
farman,m
praveen kumar chauhan,m
mamta,f
poonam,f
badri narayan yadav,m
smt. dayavati,f
lambhu devi,f
nikhil,m
monika munda,f
taslim,m
amrika,m
manit kumar,m
kumari maya,f
amit kumar,m
tanuja,f
ganesh yadav,m
prasant kumar,m
abhilasha,f
shakuntala,f
antim,f
seema devi,f
rajender goyal,m
minakshi,f
minakshi,f
ravi,m
mona,f
ajay kumar,m
parkash,m
manoj singh bisht,m
veena sharma,f
mohan lal,m
santosh,m
rajveer singh,m
mumtaz @ babi,f
neelam,f
hema,f
muskan,f
smt ajan bai,f
khushbu,f
rohit,m
ku. shivani,f
iram,f
lalit kumar,m
sonu,m
mega kumari,f
shakuntla/baby,f
mehraj,m
aarif,m
suraj,m
premawati,f
vikramjeet sharma,m
satyanarayan darji,m
vikas kumar,m
priyanka,f
priyanka,f
govind prasad shahu,m
aarti,f
jyoti,f
khushabu,f
davendra meena,m
meesh khatoon,f
dhamini,f
sajju,m
suresh chandra,m
md kamruddin,m
komal,f
ajay,m
mahesh @ madhusudan,m
mamta patidar,f
rama,f
tarun,m
md rahmat ali,m
vikrant singh panwar,m
rekha,f
chander shekher,m
karishan,m
pooja rani,f
dimpal,f
smt phoola devi,f
vijay rajpoot,m
anjali,f
moolchul,m
varsha,f
puspa,f
mamata,f
md salim,m
mahaveer tyagi,m
maneeta,f
priya kumar,f
meenu @ monika,f
yash,m
priyanka,f
neha,f
tamnna,f
md. sohail,m
gaurav sukla,m
ram shakal,m
ritika rani dass,f
prince,m
khalil maziz,m
prakash,m
ruby kumari,f
ashok kumar,m
sidheswar,m
kiran kumari,m
salma,f
poonam,f
raja,m
arif,m
mukesh kumar,m
dhan singh,m
pooja,f
m ithilesh,m
malkeet singh,m
ashok kumar,m
tek chand,m
rampal jain,m
taranjeet kaur,f
khushnudi begum,f
dharampal,m
saddam,m
vikash choudhary,m
nazibuneesha @ shayba,f
abhishek seervi,m
chet ram s/o ram chander,m
pappu @ gurmeet,m
mohd. salim,m
jay noor,m
pinki,f
farmaan aamin,m
gordhan,m
arti,f
chtar singh,m
kallu @ rameshwar,m
raja babu,m
dheeraj,m
komal devi,f
aarti,f
priya @ nandani,f
babloo,m
amir hasan,m
monu,f
bhagwati@shinnu,f
mehtab alam,m
rajinder kaur @ raju,f
rekha,f
smt jaimala,f
jitender kumar,m
seema,f
ishwar bansal,m
dinesh kumar,m
smt. kanya devi,f
pankaj malik,m
md. mohsin,m
sanjay,m
rampal singh,f
vijay,m
shiwani,f
renu,f
priyanka,f
parveen,m
inderjeet @ munna,m
asgari,f
kalawati,f
ramchander,m
dhisa ram,m
naina,m
parvej ahmed,m
imtyaz,m
dinesh,m
rakesh,m
soniya,f
rakhi,f
rekha,f
km. menakshi,f
jakh bahadur,m
priyanka,f
abhijeet adhikari,m
manish chouhan,m
meenu,f
jagdish sharma,m
munni,f
laxmi,f
bhola,m
shreemati nirmala padwala,f
smt suzata,f
vikram bahadur,m
tara devi,f
sita,f
rishab uniyal,m
pintu,m
prakash regni,m
dipeeka,f
manoj kumar,m
ram varaksh chaoudhary,m
suresh paswan @ madari,m
chander kanta,f
monika,f
poonam,f
sakeena,f
poonam,f
shiva,m
amber darjee,m
saroja w/o,f
madharam,m
suman sharma,f
mausam,f
nittin rana,m
sonu @ devid,m
sumit raghav,m
reena,f
pardeep kumar,m
chandan,m
angad kumar,m
asha devi,f
prabhu lal,f
raja,m
bharat singh,m
vishnu bhati,m
preeti,f
amjad khan,m
km priya,f
sachin,m
karan,m
yasmin,f
tanmay dev nath,m
brahmanand sharma,m
laxmi narayan malpani,m
bharti,f
subhdra kumar,f
mantu,m
nanagram,m
pooja,f
rajeena,f
alma wage,f
firoz,m
charnjeet,f
ram suresh,m
suneel chauhan,m
teerath singh,m
ranjeet singh,m
darshana,f
nirma,f
bablu,m
harmeet kaur,f
mohd kamaal,m
sheetal prsad,m
nirma,f
soni,f
sarla,f
ajay kumar,m
annu kashyap,f
babli,f
nirbhay tiwari,m
sunita,f
shivani bhatnagar,f
dinesh singh,m
nikhil chopra,m
manish kumar,m
gaurav urf raheesh,m
taniya,f
kiran,f
mona,f
lalit,m
sumitra roat,f
karan,m
ashok kumar,m
stifen john,m
"preeti d/o daulat ram r/o a-629, jj colony madipur",f
surinder singh,m
kamla,f
md hassan,m
suresh kumar,m
madhu,f
raj bai,f
priti suman,f
khalil @ balue,m
najo,f
ruben sunwak,m
nikky singh,f
smt rajkumaree,f
shahnaz khatun,f
om prakash urf uma,m
vaseem,m
santosh,m
rinki,f
rada bai,f
kapil,m
rakesh,m
sumit raghav,m
rajeev @ neetu,m
priyanka,f
divya,f
sunil ladkani,m
tara,f
gappu,m
salmakhatun,f
sadhna,m
megharaj kirad,m
najrin @ soniya,f
udal singh,m
pinki,f
anjali,f
prem,f
